epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,1970.18,0.3994,0.33576,0.86153,0.97337,0.98348,0.99147,0.8891,0.54516,0.51506,0.90375,0.000148687,0.000148687,0.000148687
183,1980.82,0.34306,0.31859,0.84778,0.96811,0.98348,0.99165,0.89023,0.53293,0.50512,0.90225,0.000141614,0.000141614,0.000141614
184,1991.4,0.38249,0.33412,0.85979,0.96802,0.98348,0.99158,0.89133,0.51974,0.49908,0.89945,0.00013454,0.00013454,0.00013454
185,2001.97,0.37337,0.34383,0.86269,0.96794,0.98348,0.99172,0.89151,0.52886,0.49962,0.90047,0.000127467,0.000127467,0.000127467
186,2012.67,0.35815,0.32154,0.85922,0.96691,0.98348,0.99179,0.89049,0.5457,0.50264,0.90288,0.000120393,0.000120393,0.000120393
187,2023.42,0.36542,0.33419,0.85199,0.965,0.98348,0.99187,0.89349,0.55599,0.50523,0.90355,0.00011332,0.00011332,0.00011332
188,2034.49,0.36151,0.33059,0.8503,0.97314,0.97623,0.99157,0.89278,0.54344,0.4996,0.90003,0.000106246,0.000106246,0.000106246
189,2045.08,0.3756,0.32562,0.86352,0.97404,0.97623,0.99168,0.89407,0.53056,0.4964,0.89876,9.91726e-05,9.91726e-05,9.91726e-05
190,2055.77,0.36011,0.32678,0.83758,0.97482,0.97623,0.99173,0.89415,0.5187,0.49291,0.89579,9.20991e-05,9.20991e-05,9.20991e-05
191,2066.27,0.29256,0.32908,0.82264,0.96224,0.98899,0.99163,0.89563,0.50989,0.49046,0.8936,8.50255e-05,8.50255e-05,8.50255e-05
192,2077.04,0.28772,0.31684,0.82261,0.96437,0.98564,0.9908,0.89267,0.50916,0.49356,0.89236,7.7952e-05,7.7952e-05,7.7952e-05
193,2087.75,0.29077,0.31861,0.83372,0.97301,0.97398,0.99067,0.89347,0.51365,0.4963,0.89295,7.08784e-05,7.08784e-05,7.08784e-05
194,2098.33,0.3021,0.33563,0.83855,0.9622,0.98512,0.99062,0.89239,0.51446,0.49745,0.89258,6.38049e-05,6.38049e-05,6.38049e-05
195,2108.59,0.30829,0.32396,0.82888,0.96562,0.98626,0.99059,0.89036,0.51676,0.49858,0.89282,5.67313e-05,5.67313e-05,5.67313e-05
196,2118.85,0.28604,0.31403,0.82103,0.96449,0.98408,0.99062,0.89181,0.5143,0.49648,0.89213,4.96578e-05,4.96578e-05,4.96578e-05
197,2129.18,0.29962,0.32365,0.82506,0.96346,0.98368,0.99082,0.89238,0.51383,0.49676,0.89207,4.25842e-05,4.25842e-05,4.25842e-05
198,2139.58,0.30442,0.32065,0.82381,0.96305,0.98365,0.99103,0.89359,0.51597,0.49807,0.89196,3.55107e-05,3.55107e-05,3.55107e-05
199,2150.05,0.28173,0.31697,0.82685,0.96229,0.98604,0.99104,0.89361,0.51831,0.49918,0.89237,2.84371e-05,2.84371e-05,2.84371e-05
200,2160.47,0.2911,0.31437,0.83246,0.96525,0.9877,0.99129,0.89363,0.52437,0.50164,0.89286,2.13636e-05,2.13636e-05,2.13636e-05
